id,loan_status_pred,prob
67376,0,0.0182
67377,0,0.0134
67378,0,0.0269
67379,0,0.0149
67380,0,0.0067
67381,1,0.9483
67382,0,0.0088
67383,1,0.8978
67384,0,0.0131
67385,0,0.0347
67386,0,0.0246
67387,0,0.0086
67388,0,0.0061
67389,0,0.0446
67390,0,0.0502
67391,1,0.9609
67392,0,0.0193
67393,1,0.6893
67394,0,0.0072
67395,0,0.0072
67396,0,0.1318
67397,0,0.025
67398,1,0.8995
67399,0,0.0204
67400,0,0.0181
67401,0,0.0275
67402,0,0.0215
67403,0,0.0172
67404,0,0.0196
67405,1,0.9475
67406,1,0.9027
67407,0,0.0766
67408,0,0.4241
67409,1,0.9571
67410,0,0.1862
67411,0,0.0052
67412,0,0.0115
67413,0,0.0117
67414,0,0.0271
67415,0,0.0803
67416,1,0.8654
67417,0,0.0213
67418,0,0.1267
67419,0,0.0068
67420,0,0.0651
67421,0,0.008
67422,0,0.1119
67423,0,0.0645
67424,0,0.265
67425,1,0.9516
67426,0,0.0396
67427,0,0.0063
67428,0,0.0071
67429,0,0.0156
67430,1,0.9169
67431,0,0.0106
67432,0,0.1463
67433,0,0.0043
67434,0,0.0651
67435,0,0.0155
67436,0,0.0485
67437,0,0.1204
67438,0,0.0234
67439,0,0.006
67440,0,0.0188
67441,1,0.9375
67442,0,0.0178
67443,0,0.0195
67444,1,0.9653
67445,0,0.0111
67446,0,0.0618
67447,0,0.0087
67448,0,0.013
67449,0,0.042
67450,0,0.0131
67451,0,0.0071
67452,0,0.0945
67453,0,0.0036
67454,0,0.0695
67455,0,0.1315
67456,0,0.009
67457,0,0.0582
67458,0,0.0086
67459,0,0.0341
67460,0,0.0367
67461,0,0.0111
67462,1,0.9875
67463,0,0.0325
67464,1,0.7414
67465,0,0.033
67466,0,0.0372
67467,0,0.0213
67468,1,0.8273
67469,0,0.0113
67470,0,0.0174
67471,0,0.2786
67472,0,0.011
67473,0,0.0708
67474,0,0.0356
67475,0,0.0899
67476,0,0.0068
67477,0,0.0467
67478,0,0.0167
67479,0,0.0684
67480,0,0.0102
67481,0,0.0225
67482,0,0.011
67483,0,0.0106
67484,0,0.0078
67485,0,0.0235
67486,0,0.0081
67487,0,0.0306
67488,0,0.0237
67489,0,0.0087
67490,0,0.0672
67491,1,0.7317
67492,1,0.6638
67493,0,0.0552
67494,1,0.9304
67495,0,0.0092
67496,0,0.0077
67497,0,0.0019
67498,0,0.0582
67499,0,0.0627
67500,0,0.0259
67501,1,0.9041
67502,0,0.0331
67503,0,0.0677
67504,0,0.0482
67505,0,0.0146
67506,1,0.9131
67507,0,0.0332
67508,0,0.0053
67509,0,0.0118
67510,1,0.9165
67511,0,0.081
67512,0,0.1555
67513,0,0.0099
67514,0,0.0462
67515,1,0.9192
67516,1,0.8807
67517,0,0.0703
67518,0,0.0427
67519,0,0.0168
67520,0,0.0365
67521,0,0.0096
67522,0,0.0313
67523,0,0.1205
67524,0,0.0392
67525,0,0.0114
67526,0,0.0143
67527,1,0.9719
67528,0,0.0723
67529,0,0.0194
67530,0,0.0149
67531,0,0.0257
67532,0,0.0116
67533,0,0.1045
67534,0,0.0419
67535,0,0.0094
67536,0,0.0066
67537,0,0.1342
67538,0,0.0322
67539,0,0.0243
67540,0,0.0508
67541,0,0.0055
67542,0,0.0158
67543,0,0.0043
67544,0,0.1618
67545,0,0.0055
67546,0,0.0193
67547,0,0.0028
67548,0,0.0054
67549,0,0.0125
67550,0,0.0138
67551,0,0.006
67552,0,0.0146
67553,0,0.0111
67554,0,0.0095
67555,0,0.0743
67556,0,0.016
67557,0,0.0178
67558,1,0.9764
67559,0,0.0136
67560,0,0.0563
67561,0,0.0363
67562,0,0.0104
67563,0,0.0189
67564,0,0.0727
67565,0,0.0272
67566,0,0.0155
67567,0,0.0051
67568,0,0.0248
67569,0,0.0331
67570,0,0.019
67571,0,0.0182
67572,0,0.0128
67573,0,0.0213
67574,0,0.0337
67575,0,0.065
67576,1,0.5322
67577,0,0.0775
67578,1,0.8433
67579,0,0.0825
67580,0,0.0401
67581,0,0.0056
67582,0,0.0182
67583,0,0.0261
67584,1,0.7416
67585,1,0.998
67586,0,0.0332
67587,0,0.0162
67588,0,0.1076
67589,1,0.9914
67590,0,0.0087
67591,0,0.0054
67592,0,0.0175
67593,0,0.0106
67594,0,0.0324
67595,0,0.0321
67596,0,0.0208
67597,0,0.0162
67598,0,0.0067
67599,0,0.0383
67600,0,0.0125
67601,0,0.0591
67602,0,0.0123
67603,1,0.9188
67604,0,0.0313
67605,0,0.011
67606,0,0.0182
67607,0,0.0108
67608,0,0.0202
67609,0,0.0304
67610,0,0.0091
67611,0,0.0056
67612,0,0.0637
67613,0,0.0449
67614,0,0.0131
67615,0,0.0161
67616,0,0.1608
67617,0,0.0239
67618,0,0.3189
67619,0,0.0213
67620,0,0.0327
67621,0,0.0379
67622,0,0.0338
67623,0,0.0253
67624,0,0.003
67625,0,0.039
67626,0,0.0496
67627,0,0.0028
67628,0,0.0065
67629,0,0.008
67630,0,0.0297
67631,0,0.0078
67632,0,0.0912
67633,0,0.0898
67634,0,0.0042
67635,1,0.9743
67636,0,0.1812
67637,0,0.0164
67638,0,0.1235
67639,0,0.0058
67640,0,0.0051
67641,0,0.0211
67642,0,0.0112
67643,0,0.0318
67644,1,0.6446
67645,0,0.0172
67646,0,0.0145
67647,0,0.0072
67648,0,0.0172
67649,0,0.0188
67650,0,0.0559
67651,0,0.0036
67652,0,0.0203
67653,0,0.0688
67654,0,0.0743
67655,0,0.2161
67656,0,0.0316
67657,0,0.1758
67658,0,0.0286
67659,0,0.2321
67660,0,0.0184
67661,0,0.0169
67662,1,0.9481
67663,0,0.1308
67664,1,0.9276
67665,1,0.927
67666,0,0.0223
67667,0,0.0194
67668,0,0.0031
67669,0,0.0298
67670,0,0.0243
67671,0,0.0248
67672,0,0.0581
67673,0,0.0136
67674,0,0.0668
67675,0,0.0563
67676,0,0.0286
67677,0,0.0708
67678,0,0.0788
67679,0,0.0675
67680,0,0.0635
67681,0,0.322
67682,1,0.7453
67683,1,0.9722
67684,0,0.0109
67685,0,0.0515
67686,0,0.0112
67687,0,0.0158
67688,0,0.0124
67689,0,0.0077
67690,0,0.1962
67691,0,0.11
67692,0,0.0194
67693,0,0.0285
67694,0,0.0212
67695,1,0.9544
67696,0,0.0426
67697,0,0.0193
67698,0,0.0152
67699,0,0.1274
67700,0,0.0135
67701,0,0.0729
67702,0,0.0048
67703,0,0.0246
67704,1,0.9748
67705,0,0.0639
67706,0,0.0113
67707,0,0.0084
67708,0,0.0085
67709,0,0.0369
67710,0,0.0067
67711,0,0.0964
67712,0,0.0087
67713,0,0.0319
67714,0,0.1059
67715,0,0.0275
67716,0,0.0302
67717,0,0.0833
67718,0,0.3286
67719,1,0.9549
67720,0,0.0265
67721,0,0.2473
67722,0,0.0085
67723,0,0.0128
67724,0,0.0445
67725,0,0.0211
67726,0,0.3763
67727,0,0.0616
67728,1,0.9542
67729,0,0.0293
67730,0,0.0501
67731,1,0.8657
67732,0,0.0232
67733,0,0.1386
67734,1,0.8286
67735,0,0.0198
67736,0,0.0368
67737,1,0.9456
67738,0,0.012
67739,0,0.0103
67740,0,0.0115
67741,0,0.027
67742,0,0.0392
67743,0,0.0111
67744,0,0.0082
67745,0,0.0189
67746,0,0.011
67747,0,0.033
67748,0,0.009
67749,0,0.0051
67750,0,0.0107
67751,1,0.9591
67752,0,0.0153
67753,0,0.0592
67754,0,0.0603
67755,0,0.0395
67756,0,0.0913
67757,0,0.0208
67758,0,0.0429
67759,1,0.9514
67760,0,0.0297
67761,0,0.0364
67762,0,0.0081
67763,0,0.0962
67764,0,0.0247
67765,0,0.0393
67766,0,0.0185
67767,0,0.0369
67768,0,0.021
67769,0,0.0274
67770,0,0.0398
67771,0,0.0202
67772,1,0.6488
67773,0,0.0152
67774,0,0.0666
67775,0,0.105
67776,0,0.0632
67777,0,0.0109
67778,1,0.9839
67779,1,0.8474
67780,0,0.0166
67781,0,0.0131
67782,0,0.0156
67783,0,0.0066
67784,0,0.0065
67785,1,0.9867
67786,0,0.0316
67787,0,0.0867
67788,0,0.0243
67789,0,0.0186
67790,0,0.0347
67791,0,0.0062
67792,0,0.0161
67793,0,0.0466
67794,0,0.0067
67795,0,0.0079
67796,0,0.0216
67797,0,0.0039
67798,0,0.0033
67799,0,0.0055
67800,0,0.0081
67801,0,0.0419
67802,0,0.2762
67803,0,0.0173
67804,1,0.9643
67805,1,0.8239
67806,0,0.1146
67807,0,0.1082
67808,0,0.0082
67809,0,0.129
67810,0,0.0839
67811,0,0.0211
67812,0,0.01
67813,0,0.1463
67814,0,0.0053
67815,0,0.0112
67816,0,0.0107
67817,0,0.005
67818,0,0.0504
67819,0,0.0586
67820,0,0.031
67821,1,0.8929
67822,0,0.0322
67823,0,0.0496
67824,0,0.0096
67825,0,0.0148
67826,0,0.0061
67827,0,0.0153
67828,0,0.0208
67829,0,0.1147
67830,0,0.0489
67831,0,0.0172
67832,0,0.1278
67833,0,0.4205
67834,0,0.0167
67835,0,0.0057
67836,0,0.0858
67837,0,0.0201
67838,0,0.0174
67839,0,0.004
67840,0,0.029
67841,0,0.0279
67842,0,0.021
67843,0,0.0409
67844,0,0.009
67845,0,0.0384
67846,0,0.0483
67847,0,0.013
67848,0,0.0868
67849,0,0.0301
67850,0,0.007
67851,0,0.0124
67852,0,0.0027
67853,0,0.0394
67854,0,0.0139
67855,0,0.0035
67856,0,0.0109
67857,0,0.0228
67858,0,0.0034
67859,0,0.0055
67860,0,0.0334
67861,0,0.0107
67862,0,0.094
67863,0,0.0057
67864,0,0.052
67865,0,0.0283
67866,0,0.0531
67867,0,0.1014
67868,0,0.0171
67869,0,0.044
67870,0,0.0554
67871,0,0.0056
67872,0,0.0472
67873,0,0.0214
67874,0,0.0204
67875,0,0.0169
67876,0,0.3584
67877,0,0.2183
67878,0,0.2003
67879,0,0.0472
67880,0,0.1162
67881,0,0.0142
67882,0,0.0208
67883,0,0.0147
67884,0,0.0435
67885,0,0.0035
67886,0,0.2936
67887,0,0.0317
67888,0,0.0832
67889,0,0.0255
67890,0,0.0113
67891,0,0.0352
67892,0,0.0182
67893,1,0.9375
67894,0,0.0279
67895,0,0.0138
67896,0,0.0316
67897,0,0.0208
67898,0,0.0414
67899,0,0.0324
67900,0,0.0514
67901,0,0.01
67902,0,0.0148
67903,0,0.0399
67904,1,0.9983
67905,0,0.0268
67906,0,0.0591
67907,0,0.0232
67908,0,0.0356
67909,0,0.023
67910,0,0.2716
67911,1,0.7853
67912,0,0.2778
67913,0,0.4695
67914,0,0.0135
67915,0,0.1109
67916,0,0.0035
67917,0,0.0238
67918,0,0.0165
67919,0,0.0552
67920,0,0.0543
67921,0,0.027
67922,0,0.0455
67923,0,0.2749
67924,0,0.0203
67925,0,0.0115
67926,0,0.0431
67927,0,0.1003
67928,0,0.0529
67929,0,0.0971
67930,0,0.0441
67931,1,0.6713
67932,0,0.0113
67933,0,0.0203
67934,0,0.2242
67935,0,0.0053
67936,0,0.0377
67937,0,0.0656
67938,0,0.0154
67939,0,0.0332
67940,0,0.0112
67941,0,0.0495
67942,0,0.0092
67943,0,0.0654
67944,0,0.0276
67945,0,0.0092
67946,0,0.0239
67947,0,0.0875
67948,0,0.0177
67949,0,0.0209
67950,0,0.0164
67951,0,0.1293
67952,0,0.0121
67953,0,0.0157
67954,0,0.0138
67955,0,0.0257
67956,0,0.0144
67957,0,0.0808
67958,0,0.0109
67959,0,0.0354
67960,0,0.0182
67961,0,0.0693
67962,0,0.0492
67963,0,0.105
67964,0,0.0076
67965,0,0.0593
67966,0,0.074
67967,0,0.0093
67968,0,0.0723
67969,0,0.0309
67970,0,0.0327
67971,0,0.0272
67972,0,0.0585
67973,0,0.0243
67974,0,0.0244
67975,1,0.7794
67976,0,0.0551
67977,1,0.9742
67978,0,0.0638
67979,0,0.2766
67980,0,0.0556
67981,0,0.0276
67982,1,0.9659
67983,0,0.0457
67984,0,0.0958
67985,0,0.0198
67986,0,0.0459
67987,0,0.214
67988,1,0.8593
67989,0,0.0171
67990,0,0.0237
67991,0,0.0134
67992,0,0.0474
67993,0,0.0144
67994,0,0.1039
67995,1,0.5525
67996,0,0.0049
67997,0,0.0134
67998,0,0.0075
67999,1,0.9373
68000,0,0.0046
68001,0,0.1481
68002,0,0.0227
68003,1,0.9552
68004,0,0.0903
68005,0,0.0728
68006,0,0.0389
68007,0,0.012
68008,0,0.0882
68009,0,0.0183
68010,0,0.1549
68011,0,0.0287
68012,0,0.0059
68013,1,0.9503
68014,0,0.013
68015,0,0.0467
68016,1,0.9445
68017,0,0.015
68018,0,0.0229
68019,0,0.0698
68020,0,0.0332
68021,0,0.1539
68022,0,0.0533
68023,0,0.1161
68024,0,0.0072
68025,0,0.0389
68026,0,0.0302
68027,1,0.9885
68028,0,0.0934
68029,0,0.0279
68030,0,0.011
68031,0,0.0196
68032,0,0.0075
68033,0,0.0396
68034,1,0.9554
68035,1,0.9605
68036,0,0.0022
68037,0,0.0113
68038,0,0.0084
68039,0,0.1381
68040,1,0.9797
68041,0,0.065
68042,0,0.0885
68043,0,0.1399
68044,0,0.0263
68045,0,0.0768
68046,0,0.0386
68047,0,0.2558
68048,0,0.0722
68049,1,0.9324
68050,0,0.025
68051,0,0.0319
68052,0,0.0454
68053,0,0.0118
68054,0,0.0213
68055,0,0.0183
68056,0,0.035
68057,0,0.0958
68058,0,0.2379
68059,0,0.0062
68060,0,0.0088
68061,0,0.0303
68062,0,0.012
68063,1,0.9657
68064,0,0.0195
68065,0,0.0244
68066,0,0.0135
68067,1,0.9359
68068,0,0.0069
68069,0,0.0318
68070,0,0.0719
68071,0,0.0322
68072,0,0.0248
68073,1,0.9663
68074,1,0.9999
68075,0,0.0094
68076,0,0.0585
68077,0,0.0582
68078,1,0.953
68079,0,0.0183
68080,0,0.0369
68081,0,0.0237
68082,0,0.0251
68083,0,0.0291
68084,0,0.0246
68085,0,0.0429
68086,0,0.034
68087,0,0.0056
68088,0,0.0193
68089,0,0.0172
68090,0,0.0036
68091,1,0.7782
68092,0,0.0473
68093,0,0.0188
68094,0,0.0061
68095,0,0.022
68096,0,0.0578
68097,0,0.0188
68098,1,0.9519
68099,1,0.9542
68100,0,0.0165
68101,0,0.0127
68102,0,0.0188
68103,0,0.1811
68104,0,0.031
68105,0,0.0364
68106,0,0.019
68107,0,0.0176
68108,0,0.0443
68109,0,0.1876
68110,0,0.124
68111,0,0.0596
68112,0,0.0565
68113,0,0.0223
68114,0,0.0426
68115,0,0.0642
68116,0,0.0067
68117,0,0.0288
68118,0,0.029
68119,0,0.0506
68120,0,0.0444
68121,0,0.0087
68122,0,0.0286
68123,0,0.0172
68124,0,0.0365
68125,0,0.096
68126,0,0.0708
68127,0,0.0154
68128,0,0.0053
68129,0,0.0973
68130,1,0.9247
68131,0,0.0379
68132,0,0.0764
68133,0,0.0731
68134,0,0.0147
68135,0,0.0494
68136,0,0.0187
68137,0,0.0754
68138,0,0.0311
68139,0,0.0513
68140,0,0.0986
68141,0,0.0386
68142,0,0.014
68143,0,0.0055
68144,0,0.1247
68145,0,0.0185
68146,0,0.0156
68147,0,0.0296
68148,0,0.0201
68149,0,0.0081
68150,0,0.0448
68151,0,0.0223
68152,0,0.1655
68153,0,0.0275
68154,0,0.0377
68155,0,0.0292
68156,0,0.0114
68157,0,0.028
68158,1,0.9172
68159,0,0.0126
68160,0,0.0147
68161,0,0.0043
68162,0,0.0117
68163,1,0.7268
68164,0,0.0305
68165,0,0.3611
68166,0,0.0448
68167,0,0.033
68168,0,0.0062
68169,0,0.0358
68170,0,0.0906
68171,0,0.0079
68172,0,0.0072
68173,0,0.0044
68174,0,0.0278
68175,0,0.0229
68176,1,0.9655
68177,0,0.0184
68178,0,0.0311
68179,0,0.0059
68180,0,0.0452
68181,0,0.1168
68182,0,0.0837
68183,1,0.9532
68184,0,0.0134
68185,0,0.0491
68186,0,0.0306
68187,0,0.0087
68188,0,0.0173
68189,0,0.0022
68190,0,0.0395
68191,0,0.0876
68192,0,0.0054
68193,0,0.0389
68194,0,0.0208
68195,0,0.0075
68196,0,0.03
68197,0,0.1674
68198,1,0.8576
68199,0,0.033
68200,0,0.0167
68201,0,0.0405
68202,0,0.0141
68203,0,0.0873
68204,1,0.988
68205,1,0.6849
68206,0,0.2433
68207,0,0.0157
68208,0,0.1246
68209,0,0.01
68210,1,0.8266
68211,0,0.0119
68212,0,0.0112
68213,0,0.1338
68214,0,0.0204
68215,0,0.0261
68216,0,0.3869
68217,0,0.0089
68218,0,0.0852
68219,0,0.4334
68220,0,0.015
68221,0,0.0783
68222,0,0.0274
68223,0,0.0504
68224,0,0.0768
68225,0,0.009
68226,0,0.0161
68227,1,0.8286
68228,0,0.0901
68229,0,0.0376
68230,0,0.0235
68231,0,0.0416
68232,0,0.0478
68233,0,0.0084
68234,0,0.0232
68235,0,0.0747
68236,0,0.0166
68237,0,0.2055
68238,0,0.0052
68239,0,0.1605
68240,0,0.0365
68241,0,0.0362
68242,0,0.0352
68243,0,0.064
68244,0,0.0236
68245,0,0.0152
68246,0,0.0054
68247,0,0.0219
68248,0,0.0154
68249,0,0.0179
68250,0,0.0248
68251,0,0.0187
68252,0,0.1143
68253,0,0.0043
68254,0,0.0122
68255,0,0.0618
68256,0,0.0078
68257,0,0.0041
68258,1,0.6985
68259,0,0.1015
68260,0,0.038
68261,0,0.0114
68262,0,0.0036
68263,0,0.0089
68264,0,0.0266
68265,1,0.9947
68266,0,0.0124
68267,0,0.0618
68268,0,0.0608
68269,0,0.012
68270,0,0.0168
68271,0,0.0117
68272,0,0.317
68273,0,0.0184
68274,0,0.0092
68275,0,0.4529
68276,1,0.5357
68277,0,0.0069
68278,0,0.0083
68279,0,0.082
68280,0,0.0163
68281,0,0.0438
68282,0,0.0849
68283,0,0.0266
68284,0,0.0133
68285,0,0.0389
68286,0,0.0049
68287,0,0.0103
68288,0,0.0649
68289,0,0.0087
68290,0,0.0195
68291,0,0.1007
68292,0,0.0157
68293,0,0.0035
68294,0,0.1332
68295,1,0.9452
68296,1,0.8982
68297,0,0.0273
68298,0,0.0106
68299,0,0.0292
68300,0,0.0629
68301,0,0.007
68302,0,0.1156
68303,0,0.028
68304,0,0.0061
68305,0,0.0291
68306,0,0.0387
68307,0,0.0034
68308,0,0.0594
68309,0,0.0116
68310,0,0.0613
68311,0,0.0473
68312,0,0.0244
68313,0,0.003
68314,0,0.0261
68315,1,0.8431
68316,0,0.0768
68317,0,0.0395
68318,0,0.0394
68319,0,0.013
68320,0,0.0119
68321,0,0.0123
68322,0,0.209
68323,0,0.0225
68324,0,0.0766
68325,0,0.0084
68326,0,0.0128
68327,0,0.0365
68328,0,0.0218
68329,0,0.0308
68330,0,0.0287
68331,0,0.0954
68332,0,0.061
68333,0,0.0092
68334,0,0.072
68335,0,0.1847
68336,1,0.9214
68337,0,0.0253
68338,0,0.011
68339,1,0.8995
68340,0,0.0132
68341,0,0.0411
68342,1,0.5967
68343,0,0.0245
68344,0,0.0085
68345,1,0.6614
68346,0,0.0088
68347,0,0.0023
68348,0,0.0279
68349,0,0.0507
68350,1,0.9296
68351,0,0.0409
68352,0,0.0016
68353,0,0.0135
68354,1,0.9805
68355,0,0.0173
68356,0,0.0179
68357,1,0.9322
68358,0,0.0326
68359,0,0.0184
68360,1,0.5495
68361,0,0.0285
68362,0,0.0545
68363,0,0.0074
68364,0,0.0123
68365,0,0.0078
68366,0,0.0428
68367,0,0.0137
68368,0,0.0535
68369,1,0.8937
68370,1,0.9636
68371,0,0.2492
68372,1,0.594
68373,0,0.0436
68374,0,0.0864
68375,0,0.0161
68376,0,0.0699
68377,0,0.1151
68378,0,0.0239
68379,0,0.0121
68380,0,0.0452
68381,0,0.0242
68382,0,0.0134
68383,0,0.0805
68384,0,0.028
68385,0,0.0318
68386,0,0.0283
68387,0,0.0464
68388,0,0.0337
68389,0,0.0482
68390,0,0.1175
68391,0,0.0191
68392,0,0.0315
68393,0,0.0362
68394,1,0.9085
68395,0,0.0068
68396,0,0.187
68397,0,0.0442
68398,0,0.2274
68399,0,0.0211
68400,0,0.1162
68401,0,0.1609
68402,0,0.0427
68403,0,0.1686
68404,1,0.9783
68405,0,0.0269
68406,0,0.0131
68407,1,0.9734
68408,0,0.4855
68409,0,0.0429
68410,0,0.1547
68411,0,0.022
68412,0,0.1517
68413,0,0.0498
68414,1,0.9374
68415,0,0.3671
68416,0,0.0468
68417,0,0.18
68418,0,0.0667
68419,0,0.0682
68420,0,0.0241
68421,1,0.7627
68422,0,0.0076
68423,0,0.0271
68424,1,0.9584
68425,0,0.0298
68426,0,0.0094
68427,0,0.1421
68428,0,0.1492
68429,0,0.0209
68430,0,0.0086
68431,0,0.0098
68432,0,0.0107
68433,0,0.0087
68434,0,0.0309
68435,1,0.996
68436,0,0.1119
68437,0,0.0214
68438,0,0.0238
68439,0,0.0081
68440,0,0.0058
68441,0,0.1889
68442,0,0.0191
68443,0,0.1207
68444,1,0.9784
68445,0,0.0252
68446,0,0.0192
68447,0,0.0128
68448,0,0.304
68449,0,0.0236
68450,1,0.7313
68451,0,0.0675
68452,0,0.0092
68453,0,0.0215
68454,0,0.0916
68455,0,0.079
68456,0,0.3325
68457,0,0.0419
68458,0,0.0267
68459,0,0.0548
68460,0,0.0168
68461,0,0.021
68462,0,0.0063
68463,0,0.0135
68464,0,0.0384
68465,0,0.0331
68466,0,0.015
68467,0,0.0221
68468,0,0.0232
68469,0,0.0452
68470,0,0.0084
68471,1,0.9727
68472,0,0.0151
68473,0,0.0618
68474,1,0.58
68475,0,0.0236
68476,0,0.0083
68477,0,0.0484
68478,0,0.0083
68479,0,0.0179
68480,0,0.0487
68481,0,0.0125
68482,0,0.1191
68483,0,0.0696
68484,0,0.0238
68485,0,0.0145
68486,0,0.0477
68487,0,0.0031
68488,1,0.9702
68489,0,0.1472
68490,0,0.0242
68491,0,0.0542
68492,0,0.1718
68493,0,0.0212
68494,0,0.0061
68495,0,0.0065
68496,0,0.1489
68497,0,0.1072
68498,0,0.0088
68499,0,0.0091
68500,0,0.0974
68501,0,0.0148
68502,0,0.1271
68503,0,0.015
68504,0,0.0418
68505,0,0.0073
68506,0,0.079
68507,0,0.0091
68508,0,0.0059
68509,0,0.1146
68510,0,0.0152
68511,0,0.0059
68512,0,0.0728
68513,0,0.0085
68514,1,0.9615
68515,0,0.0662
68516,0,0.1264
68517,0,0.0086
68518,1,0.9481
68519,0,0.0255
68520,0,0.0472
68521,0,0.0138
68522,0,0.169
68523,0,0.0128
68524,0,0.2397
68525,0,0.0081
68526,0,0.1295
68527,0,0.0503
68528,0,0.2445
68529,0,0.0141
68530,0,0.0277
68531,0,0.0156
68532,0,0.003
68533,1,0.9479
68534,0,0.0202
68535,1,0.5428
68536,0,0.015
68537,0,0.0646
68538,0,0.0345
68539,0,0.0184
68540,0,0.0209
68541,0,0.0133
68542,0,0.0082
68543,0,0.0188
68544,0,0.0449
68545,0,0.0212
68546,0,0.022
68547,1,0.8387
68548,0,0.0222
68549,0,0.0114
68550,1,0.949
68551,1,0.5848
68552,0,0.0055
68553,0,0.2635
68554,0,0.2102
68555,0,0.0548
68556,0,0.0851
68557,0,0.0804
68558,1,0.9531
68559,0,0.1225
68560,1,0.9631
68561,0,0.335
68562,1,0.6591
68563,1,0.8496
68564,0,0.0087
68565,0,0.0201
68566,0,0.0133
68567,0,0.0099
68568,0,0.0244
68569,0,0.0629
68570,0,0.0142
68571,1,0.8858
68572,0,0.0697
68573,0,0.0154
68574,0,0.0393
68575,0,0.0048
68576,0,0.0166
68577,0,0.069
68578,0,0.0382
68579,0,0.0059
68580,0,0.0086
68581,0,0.0548
68582,0,0.0445
68583,1,0.9927
68584,0,0.0243
68585,1,0.9583
68586,0,0.2459
68587,0,0.0135
68588,0,0.0529
68589,0,0.0309
68590,1,0.9419
68591,0,0.0483
68592,1,0.8981
68593,0,0.0168
68594,0,0.0527
68595,0,0.0045
68596,0,0.0517
68597,0,0.0791
68598,0,0.0294
68599,0,0.0298
68600,0,0.0131
68601,0,0.0137
68602,0,0.1084
68603,0,0.0619
68604,0,0.2565
68605,0,0.0587
68606,0,0.0506
68607,0,0.0078
68608,0,0.038
68609,0,0.0033
68610,0,0.0439
68611,0,0.0197
68612,1,0.9292
68613,0,0.0546
68614,0,0.0203
68615,0,0.1048
68616,0,0.0078
68617,0,0.0378
68618,0,0.0614
68619,0,0.3595
68620,0,0.0255
68621,0,0.0802
68622,0,0.0044
68623,0,0.0356
68624,0,0.0038
68625,0,0.3454
68626,0,0.0258
68627,0,0.0233
68628,0,0.0201
68629,0,0.0524
68630,1,0.8277
68631,0,0.0063
68632,0,0.032
68633,0,0.007
68634,0,0.0075
68635,1,0.7642
68636,0,0.0481
68637,0,0.0267
68638,0,0.0512
68639,1,0.8257
68640,0,0.0415
68641,1,0.6945
68642,0,0.0367
68643,0,0.0059
68644,0,0.0357
68645,1,0.8783
68646,0,0.0729
68647,0,0.0167
68648,0,0.0094
68649,0,0.0256
68650,1,0.8601
68651,0,0.0387
68652,0,0.0216
68653,1,0.8577
68654,0,0.1162
68655,0,0.0323
68656,0,0.0056
68657,0,0.0439
68658,1,0.9135
68659,0,0.0116
68660,0,0.038
68661,0,0.0929
68662,0,0.0319
68663,0,0.0528
68664,0,0.0033
68665,0,0.0326
68666,0,0.0645
68667,0,0.0314
68668,0,0.0069
68669,0,0.0838
68670,0,0.0236
68671,0,0.041
68672,0,0.0233
68673,0,0.0238
68674,0,0.0351
68675,0,0.0166
68676,0,0.0197
68677,0,0.0538
68678,0,0.0309
68679,0,0.0389
68680,0,0.0186
68681,0,0.0054
68682,0,0.0272
68683,0,0.0271
68684,0,0.0924
68685,0,0.0298
68686,0,0.0077
68687,0,0.0191
68688,0,0.0797
68689,0,0.0016
68690,0,0.0163
68691,0,0.028
68692,0,0.0151
68693,0,0.0729
68694,0,0.0302
68695,0,0.053
68696,1,0.9568
68697,0,0.008
68698,0,0.0145
68699,0,0.4482
68700,1,0.9762
68701,0,0.0325
68702,0,0.0289
68703,0,0.0655
68704,0,0.1879
68705,0,0.0206
68706,0,0.1051
68707,1,0.8417
68708,0,0.0226
68709,0,0.007
68710,0,0.1996
68711,0,0.1226
68712,0,0.0241
68713,0,0.0734
68714,0,0.1024
68715,0,0.0047
68716,0,0.0085
68717,0,0.188
68718,0,0.0553
68719,0,0.0701
68720,0,0.0704
68721,0,0.1126
68722,0,0.0123
68723,1,0.9429
68724,0,0.1228
68725,0,0.0267
68726,0,0.0384
68727,0,0.0117
68728,0,0.023
68729,0,0.2742
68730,0,0.0061
68731,0,0.0312
68732,0,0.0573
68733,0,0.0113
68734,0,0.0115
68735,0,0.2792
68736,0,0.0327
68737,0,0.0185
68738,0,0.0186
68739,0,0.0301
68740,0,0.0417
68741,0,0.1188
68742,0,0.0084
68743,0,0.0074
68744,1,0.9943
68745,0,0.0113
68746,0,0.1299
68747,0,0.0168
68748,1,0.9944
68749,0,0.0359
68750,0,0.0631
68751,0,0.0451
68752,0,0.1155
68753,0,0.0042
68754,0,0.0292
68755,0,0.016
68756,0,0.0356
68757,0,0.0201
68758,0,0.168
68759,0,0.0223
68760,0,0.0163
68761,0,0.0473
68762,1,0.7592
68763,0,0.0016
68764,1,0.9873
68765,0,0.0738
68766,0,0.0605
68767,0,0.0039
68768,0,0.0091
68769,0,0.0428
68770,0,0.0051
68771,0,0.1582
68772,0,0.0089
68773,0,0.0054
68774,0,0.0101
68775,1,0.9935
68776,0,0.0105
68777,0,0.0081
68778,0,0.0101
68779,1,0.9997
68780,0,0.1534
68781,0,0.0314
68782,0,0.1971
68783,0,0.0638
68784,0,0.0996
68785,0,0.0029
