id,status_pred,prob
49006,0,0.0006
49007,0,0.1135
49008,1,0.733
49009,0,0.0928
49010,0,0.3559
49011,1,0.6396
49012,0,0.0488
49013,1,0.6228
49014,0,0.0572
49015,0,0.1752
49016,0,0.1157
49017,0,0.0135
49018,0,0.1284
49019,0,0.1697
49020,0,0.2184
49021,0,0.4815
49022,0,0.2173
49023,1,0.8333
49024,1,0.91
49025,1,0.865
49026,1,0.8608
49027,0,0.2509
49028,0,0.36
49029,0,0.046
49030,0,0.0489
49031,0,0.4675
49032,1,0.8511
49033,0,0.2274
49034,0,0.2922
49035,0,0.0093
49036,1,0.6802
49037,0,0.238
49038,1,0.7651
49039,0,0.3386
49040,0,0.0297
49041,1,0.9503
49042,0,0.0771
49043,1,0.6959
49044,0,0.179
49045,1,0.7665
49046,1,0.8086
49047,1,0.8855
49048,0,0.2081
49049,0,0.0537
49050,0,0.0646
49051,0,0.2501
49052,0,0.1613
49053,1,0.8029
49054,1,0.6852
49055,0,0.1293
49056,0,0.0019
49057,1,0.8075
49058,0,0.0271
49059,1,0.7327
49060,1,0.7497
49061,0,0.4266
49062,0,0.2364
49063,1,0.8381
49064,1,0.6438
49065,0,0.1949
49066,0,0.0047
49067,0,0.3956
49068,0,0.3398
49069,1,0.6096
49070,0,0.0366
49071,1,0.9156
49072,0,0.149
49073,1,0.535
49074,1,0.8609
49075,0,0.107
49076,0,0.1089
49077,1,0.6939
49078,0,0.2625
49079,0,0.0925
49080,0,0.1494
49081,1,0.742
49082,0,0.2912
49083,1,0.7079
49084,1,0.86
49085,0,0.1101
49086,0,0.0022
49087,1,0.9431
49088,1,0.6285
49089,1,0.8258
49090,1,0.8682
49091,0,0.1653
49092,0,0.0189
49093,0,0.2994
49094,1,0.574
49095,0,0.0022
49096,1,0.9451
49097,1,0.7427
49098,0,0.02
49099,0,0.1334
49100,0,0.3488
49101,1,0.5566
49102,0,0.0263
49103,1,0.7601
49104,1,0.8743
49105,1,0.9095
49106,1,0.7111
49107,0,0.0955
49108,1,0.8282
49109,0,0.3731
49110,0,0.2091
49111,0,0.1309
49112,0,0.01
49113,0,0.1516
49114,0,0.0951
49115,1,0.6718
49116,1,0.7789
49117,0,0.3986
49118,0,0.1996
49119,0,0.4831
49120,0,0.0875
49121,0,0.0772
49122,0,0.2504
49123,0,0.0786
49124,0,0.0707
49125,0,0.3257
49126,1,0.5438
49127,0,0.2771
49128,0,0.0499
49129,0,0.0319
49130,0,0.0247
49131,1,0.9087
49132,1,0.5774
49133,1,0.6971
49134,1,0.5933
49135,0,0.3115
49136,1,0.9638
49137,1,0.9555
49138,1,0.575
49139,0,0.0352
49140,1,0.6355
49141,1,0.7855
49142,0,0.3348
49143,0,0.0415
49144,0,0.0562
49145,0,0.0735
49146,1,0.7911
49147,0,0.2489
49148,1,0.5649
49149,0,0.0913
49150,0,0.1937
49151,0,0.1206
49152,1,0.8043
49153,1,0.7357
49154,0,0.1375
49155,0,0.0495
49156,0,0.007
49157,0,0.1707
49158,0,0.0274
49159,1,0.8245
49160,1,0.8577
49161,0,0.0819
49162,0,0.3318
49163,0,0.2815
49164,0,0.0653
49165,0,0.1745
49166,0,0.0381
49167,1,0.797
49168,0,0.2049
49169,1,0.5369
49170,0,0.4784
49171,0,0.003
49172,0,0.2426
49173,0,0.1618
49174,0,0.0039
49175,0,0.0305
49176,1,0.7673
49177,0,0.0611
49178,1,0.7162
49179,0,0.1104
49180,1,0.593
49181,0,0.0105
49182,0,0.1221
49183,1,0.7412
49184,1,0.8894
49185,1,0.9112
49186,0,0.0809
49187,1,0.7156
49188,1,0.7766
49189,1,0.9079
49190,0,0.2695
49191,0,0.003
49192,0,0.2766
49193,0,0.0327
49194,1,0.8849
49195,0,0.155
49196,1,0.9182
49197,0,0.422
49198,1,0.7615
49199,0,0.3444
49200,0,0.0521
49201,1,0.6067
49202,0,0.0987
49203,1,0.9153
49204,1,0.7789
49205,0,0.4636
49206,1,0.9168
49207,0,0.1846
49208,0,0.4182
49209,0,0.0021
49210,0,0.0059
49211,1,0.8397
49212,0,0.235
49213,0,0.0142
49214,0,0.0728
49215,1,0.6926
49216,0,0.0958
49217,0,0.1078
49218,0,0.2576
49219,1,0.9018
49220,1,0.7077
49221,0,0.1538
49222,0,0.3062
49223,0,0.2785
49224,0,0.1583
49225,0,0.4961
49226,0,0.3521
49227,1,0.8057
49228,1,0.933
49229,0,0.1684
49230,0,0.0832
49231,1,0.6615
49232,1,0.7551
49233,0,0.0591
49234,1,0.8657
49235,0,0.2702
49236,1,0.9047
49237,1,0.8476
49238,0,0.3391
49239,0,0.2296
49240,1,0.8922
49241,1,0.8913
49242,0,0.003
49243,0,0.217
49244,1,0.773
49245,0,0.4654
49246,1,0.6197
49247,0,0.3153
49248,1,0.6336
49249,0,0.2719
49250,0,0.1166
49251,1,0.9468
49252,1,0.9399
49253,0,0.3031
49254,0,0.0395
49255,0,0.0881
49256,0,0.3457
49257,1,0.8015
49258,1,0.8798
49259,1,0.8889
49260,0,0.2803
49261,0,0.2247
49262,1,0.9549
49263,1,0.7683
49264,0,0.1593
49265,1,0.576
49266,0,0.1914
49267,0,0.0971
49268,0,0.0839
49269,0,0.0004
49270,1,0.7448
49271,0,0.2892
49272,1,0.8824
49273,0,0.257
49274,1,0.9579
49275,0,0.1688
49276,1,0.8347
49277,0,0.4894
49278,0,0.093
49279,0,0.3491
49280,0,0.0361
49281,0,0.0662
49282,0,0.1448
49283,1,0.8568
49284,1,0.8212
49285,1,0.9516
49286,1,0.8404
49287,1,0.7645
49288,0,0.1152
49289,0,0.0134
49290,0,0.0872
49291,0,0.1906
49292,0,0.2441
49293,1,0.9378
49294,1,0.8816
49295,0,0.0728
49296,0,0.1976
49297,0,0.464
49298,0,0.3982
49299,1,0.8035
49300,1,0.6534
49301,0,0.0646
49302,1,0.8035
49303,1,0.828
49304,0,0.0057
49305,0,0.379
49306,0,0.0982
49307,0,0.1745
49308,0,0.4221
49309,1,0.8969
49310,0,0.0635
49311,0,0.1659
49312,1,0.649
49313,0,0.1121
49314,1,0.6076
49315,0,0.1272
49316,1,0.8724
49317,0,0.1563
49318,0,0.0755
49319,0,0.0532
49320,1,0.5223
49321,0,0.4201
49322,0,0.0406
49323,1,0.7785
49324,0,0.0321
49325,1,0.826
49326,1,0.8376
49327,0,0.194
49328,0,0.1921
49329,0,0.0036
49330,1,0.9554
49331,0,0.2937
49332,1,0.8841
49333,1,0.6773
49334,0,0.0135
49335,1,0.6524
49336,0,0.2105
49337,0,0.1066
49338,1,0.7833
49339,0,0.0054
49340,0,0.1256
49341,0,0.2283
49342,1,0.9416
49343,0,0.1914
49344,0,0.0172
49345,0,0.0742
49346,0,0.3431
49347,0,0.025
49348,1,0.8827
49349,0,0.0209
49350,1,0.8289
49351,0,0.3857
49352,0,0.0791
49353,1,0.9636
49354,0,0.0004
49355,1,0.7259
49356,0,0.1037
49357,0,0.0805
49358,1,0.7505
49359,1,0.8554
49360,1,0.7224
49361,0,0.1652
49362,1,0.7544
49363,0,0.1105
49364,0,0.0601
49365,0,0.001
49366,0,0.0003
49367,0,0.4194
49368,1,0.8006
49369,0,0.1989
49370,1,0.8493
49371,0,0.3727
49372,1,0.5578
49373,1,0.7921
49374,1,0.6719
49375,1,0.8402
49376,0,0.0201
49377,0,0.2354
49378,0,0.0533
49379,0,0.1569
49380,1,0.8201
49381,0,0.3137
49382,1,0.8701
49383,1,0.7862
49384,1,0.7829
49385,0,0.3303
49386,1,0.868
49387,1,0.7841
49388,0,0.0421
49389,0,0.0611
49390,0,0.254
49391,0,0.0732
49392,1,0.5092
49393,0,0.3132
49394,0,0.2805
49395,1,0.905
49396,1,0.666
49397,1,0.9357
49398,0,0.0551
49399,0,0.1801
49400,1,0.9524
49401,0,0.0923
49402,1,0.8248
49403,1,0.8
49404,0,0.2939
49405,0,0.24
49406,0,0.1275
49407,0,0.1043
49408,0,0.1006
49409,1,0.6959
49410,0,0.1303
49411,0,0.0531
49412,1,0.9598
49413,1,0.6839
49414,1,0.8143
49415,1,0.9639
49416,1,0.5025
49417,1,0.5453
49418,1,0.8934
49419,0,0.0259
49420,1,0.6635
49421,0,0.015
49422,0,0.1134
49423,0,0.0747
49424,1,0.8455
49425,0,0.1361
49426,1,0.802
49427,0,0.1499
49428,1,0.7911
49429,0,0.1493
49430,0,0.3473
49431,1,0.8138
49432,0,0.4842
49433,1,0.69
49434,1,0.8085
49435,1,0.5699
49436,1,0.7786
49437,0,0.2952
49438,1,0.9509
49439,0,0.0213
49440,1,0.9507
49441,0,0.1037
49442,1,0.7849
49443,0,0.2856
49444,1,0.7854
49445,1,0.8749
49446,1,0.8059
49447,0,0.3317
49448,0,0.4966
49449,1,0.9516
49450,0,0.2434
49451,1,0.7348
49452,1,0.8774
49453,0,0.42
49454,0,0.0981
49455,0,0.3517
49456,0,0.0613
49457,1,0.5649
49458,0,0.0268
49459,1,0.6418
49460,1,0.5943
49461,1,0.821
49462,0,0.0778
49463,1,0.8929
49464,0,0.0994
49465,1,0.9244
49466,0,0.1163
49467,1,0.6189
49468,0,0.0917
49469,1,0.8159
49470,0,0.3203
49471,1,0.9698
49472,1,0.5791
49473,1,0.8287
49474,0,0.0658
49475,0,0.3932
49476,1,0.9035
49477,0,0.3386
49478,0,0.3851
49479,1,0.9551
49480,0,0.3269
49481,0,0.0077
49482,0,0.0511
49483,0,0.4521
49484,1,0.7488
49485,1,0.9085
49486,0,0.0921
49487,0,0.3047
49488,0,0.094
49489,0,0.014
49490,1,0.8659
49491,1,0.5882
49492,0,0.1871
49493,1,0.7074
49494,0,0.0222
49495,0,0.0007
49496,0,0.0011
49497,0,0.0748
49498,1,0.9683
49499,0,0.432
49500,1,0.8675
49501,0,0.0639
49502,0,0.2882
49503,0,0.223
49504,1,0.5487
49505,0,0.0778
49506,0,0.1969
49507,0,0.1896
49508,0,0.4736
49509,0,0.0028
49510,0,0.0536
49511,1,0.8374
49512,0,0.0311
49513,0,0.006
49514,1,0.7299
49515,0,0.2012
49516,1,0.8757
49517,1,0.9538
49518,1,0.5845
49519,0,0.1047
49520,1,0.7167
49521,0,0.0051
49522,0,0.1645
49523,0,0.0334
49524,1,0.9545
49525,1,0.7406
49526,1,0.8671
49527,0,0.0575
49528,1,0.7175
49529,0,0.4341
49530,0,0.0091
49531,0,0.2912
49532,1,0.804
49533,1,0.9504
49534,0,0.0212
49535,0,0.0366
49536,1,0.7901
49537,0,0.0073
49538,0,0.4274
49539,0,0.098
49540,0,0.1168
49541,0,0.0534
49542,0,0.0174
49543,0,0.0491
49544,0,0.1677
49545,0,0.0671
49546,1,0.5101
49547,0,0.0141
49548,0,0.2205
49549,1,0.9194
49550,0,0.1779
49551,0,0.3705
49552,0,0.1967
49553,1,0.649
49554,0,0.0003
49555,0,0.2715
49556,0,0.0531
49557,0,0.2349
49558,1,0.8301
49559,1,0.6817
49560,0,0.3875
49561,0,0.0187
49562,1,0.5232
49563,0,0.2065
49564,1,0.5441
49565,0,0.1725
49566,0,0.1355
49567,0,0.4982
49568,1,0.7443
49569,1,0.818
49570,1,0.8791
49571,1,0.9499
49572,0,0.4041
49573,1,0.7481
49574,1,0.7216
49575,0,0.4495
49576,1,0.5677
49577,0,0.4529
49578,0,0.0394
49579,0,0.3518
49580,1,0.6639
49581,0,0.2552
49582,0,0.2629
49583,0,0.0011
49584,1,0.7135
49585,0,0.0027
49586,1,0.6095
49587,1,0.8202
49588,0,0.1348
49589,0,0.1139
49590,0,0.0651
49591,0,0.4658
49592,0,0.03
49593,1,0.8271
49594,0,0.3952
49595,0,0.1824
49596,1,0.7617
49597,0,0.2381
49598,0,0.0025
49599,0,0.0798
49600,0,0.319
49601,1,0.812
49602,0,0.0644
49603,0,0.0932
49604,0,0.3034
49605,0,0.327
49606,1,0.7902
49607,0,0.1781
49608,1,0.8064
49609,1,0.9383
49610,0,0.3344
49611,0,0.1623
49612,0,0.1539
49613,1,0.7767
49614,0,0.1819
49615,1,0.7959
49616,1,0.5924
49617,0,0.1775
49618,1,0.9672
49619,0,0.299
49620,0,0.1933
49621,1,0.9174
49622,0,0.2838
49623,1,0.7512
49624,1,0.8134
49625,1,0.9382
49626,0,0.0508
49627,1,0.517
49628,0,0.2319
49629,0,0.17
49630,0,0.2231
49631,1,0.8785
49632,0,0.178
49633,1,0.594
49634,0,0.0833
49635,0,0.4128
49636,0,0.303
49637,1,0.8804
49638,1,0.8777
49639,0,0.4784
49640,0,0.0045
49641,1,0.9681
49642,0,0.0019
49643,0,0.0806
49644,0,0.0876
49645,0,0.0426
49646,1,0.9491
49647,1,0.7939
49648,1,0.794
49649,0,0.0834
49650,1,0.6857
49651,0,0.1151
49652,0,0.278
49653,0,0.1771
49654,1,0.9538
49655,1,0.7915
49656,0,0.0908
49657,0,0.109
49658,1,0.8604
49659,1,0.8956
49660,0,0.001
49661,0,0.2653
49662,0,0.0157
49663,0,0.3491
49664,0,0.2675
49665,1,0.713
49666,0,0.1582
49667,1,0.9467
49668,1,0.5407
49669,0,0.0485
49670,1,0.7123
49671,0,0.2642
49672,0,0.0376
49673,0,0.1863
49674,1,0.8554
49675,1,0.8765
49676,0,0.4219
49677,1,0.7405
49678,0,0.0136
49679,1,0.7125
49680,0,0.4822
49681,1,0.8878
49682,0,0.1469
49683,1,0.5363
49684,1,0.7786
49685,1,0.7552
49686,0,0.1798
49687,0,0.0376
49688,0,0.0022
49689,0,0.1081
49690,1,0.963
49691,1,0.9506
49692,0,0.0885
49693,1,0.5701
49694,0,0.2708
49695,1,0.8298
49696,0,0.2084
49697,0,0.0817
49698,1,0.8725
49699,1,0.5465
49700,0,0.1459
49701,1,0.8387
49702,0,0.0897
49703,0,0.1292
49704,0,0.4911
49705,0,0.1561
49706,0,0.0795
49707,1,0.761
49708,0,0.0222
49709,0,0.3069
49710,0,0.2295
49711,0,0.3971
49712,0,0.065
49713,0,0.1008
49714,0,0.2493
49715,0,0.4313
49716,1,0.577
49717,0,0.3398
49718,1,0.6532
49719,1,0.5195
49720,0,0.0899
49721,0,0.1463
49722,1,0.9552
49723,0,0.1969
49724,0,0.0582
49725,1,0.7293
49726,0,0.1062
49727,0,0.0319
49728,1,0.7337
49729,1,0.9508
49730,1,0.6582
49731,1,0.8909
49732,0,0.4358
49733,1,0.7447
49734,1,0.8134
49735,0,0.1784
49736,1,0.7147
49737,0,0.1579
49738,1,0.8062
49739,0,0.0562
49740,0,0.0731
49741,0,0.0375
49742,0,0.0052
49743,1,0.7732
49744,0,0.3556
49745,0,0.4947
49746,0,0.1462
49747,1,0.6718
49748,1,0.7408
49749,0,0.0768
49750,0,0.2573
49751,0,0.1036
49752,0,0.138
49753,0,0.0144
49754,1,0.9424
49755,0,0.2911
49756,0,0.1573
49757,1,0.9588
49758,0,0.1618
49759,1,0.8386
49760,1,0.57
49761,0,0.1425
49762,0,0.4315
49763,0,0.2709
49764,1,0.9503
49765,1,0.6004
49766,1,0.7941
49767,0,0.1616
49768,1,0.8918
49769,0,0.4217
49770,1,0.8881
49771,0,0.1561
49772,0,0.1503
49773,0,0.0469
49774,0,0.1659
49775,0,0.4629
49776,0,0.0007
49777,0,0.0034
49778,0,0.3832
49779,0,0.1521
49780,1,0.8859
49781,0,0.0051
49782,0,0.1432
49783,1,0.9545
49784,1,0.5054
49785,0,0.3847
49786,1,0.5656
49787,1,0.8113
49788,0,0.1295
49789,0,0.1938
49790,1,0.8609
49791,0,0.352
49792,0,0.1158
49793,1,0.7806
49794,1,0.5358
49795,0,0.0633
49796,0,0.4567
49797,1,0.8915
49798,1,0.6499
49799,0,0.0075
49800,0,0.3579
49801,1,0.8984
49802,0,0.0011
49803,0,0.0361
49804,1,0.7956
49805,0,0.0625
49806,0,0.2103
49807,1,0.8674
49808,1,0.9681
49809,0,0.2808
49810,0,0.3514
49811,1,0.945
49812,1,0.7135
49813,1,0.9199
49814,0,0.0972
49815,0,0.3988
49816,0,0.4311
49817,0,0.0357
49818,1,0.9432
49819,1,0.8882
49820,0,0.1562
49821,1,0.8879
49822,1,0.8758
49823,1,0.9426
49824,0,0.0091
49825,0,0.0646
49826,0,0.0427
49827,0,0.1996
49828,0,0.0937
49829,0,0.4248
49830,0,0.4552
49831,0,0.4863
49832,1,0.549
49833,1,0.6666
49834,0,0.1909
49835,1,0.8243
49836,0,0.0116
49837,0,0.0017
49838,0,0.2057
49839,0,0.1804
49840,0,0.1089
49841,0,0.0732
49842,0,0.1253
49843,0,0.0758
49844,0,0.305
49845,0,0.157
49846,0,0.3878
49847,1,0.9478
49848,1,0.9585
49849,1,0.8103
49850,0,0.0951
49851,1,0.8538
49852,0,0.1304
49853,0,0.0286
49854,1,0.6724
49855,0,0.1624
49856,0,0.1407
49857,0,0.4968
49858,0,0.3902
49859,1,0.9119
49860,1,0.6375
49861,0,0.1085
49862,0,0.3885
49863,1,0.8734
49864,0,0.0425
49865,0,0.0489
49866,1,0.8661
49867,0,0.1139
49868,1,0.9031
49869,0,0.0563
49870,1,0.7604
49871,0,0.1357
49872,1,0.872
49873,0,0.0284
49874,0,0.2306
49875,1,0.8526
49876,0,0.4396
49877,1,0.7736
49878,1,0.8389
49879,0,0.0733
49880,0,0.147
49881,0,0.1867
49882,0,0.0305
49883,0,0.2136
49884,0,0.0839
49885,1,0.7768
49886,0,0.125
49887,0,0.102
49888,0,0.0622
49889,0,0.211
49890,1,0.8018
49891,1,0.634
49892,0,0.0057
49893,1,0.9518
49894,0,0.1329
49895,1,0.9621
49896,0,0.08
49897,0,0.2535
49898,1,0.776
49899,0,0.2542
49900,1,0.8624
49901,1,0.7461
49902,0,0.2708
49903,0,0.405
49904,0,0.0086
49905,1,0.8545
49906,0,0.1239
49907,0,0.0815
49908,1,0.6371
49909,0,0.3259
49910,1,0.7881
49911,0,0.0356
49912,0,0.0744
49913,0,0.1272
49914,0,0.0005
49915,0,0.2011
49916,1,0.6493
49917,1,0.8674
49918,1,0.6092
49919,0,0.0631
49920,0,0.1999
49921,0,1e-04
49922,0,0.0029
49923,0,0.1161
49924,0,0.1139
49925,0,0.4576
49926,0,0.1262
49927,1,0.8716
49928,1,0.8827
49929,0,0.0885
49930,0,0.4738
49931,0,0.0745
49932,0,0.1293
49933,0,0.177
49934,0,0.0161
49935,1,0.8656
49936,1,0.8054
49937,0,0.2535
49938,0,0.3357
49939,0,0.2357
49940,1,0.5442
49941,0,0.1916
49942,0,0.1355
49943,1,0.7071
49944,1,0.6741
49945,0,0.0054
49946,0,0.1904
49947,1,0.946
49948,1,0.7788
49949,0,0.0047
49950,0,0.3187
49951,1,0.6332
49952,0,0.0134
49953,0,0.0271
49954,0,0.2075
49955,0,0.0896
49956,0,0.1131
49957,0,0.0267
49958,1,0.7649
49959,0,0.1019
49960,1,0.8934
49961,0,0.0614
49962,1,0.9089
49963,0,0.2491
49964,0,0.2163
49965,0,0.0212
49966,0,0.0835
49967,1,0.6588
49968,1,0.7217
49969,0,0.192
49970,0,0.0801
49971,0,0.3727
49972,0,0.058
49973,0,0.0292
49974,0,0.0568
49975,1,0.8447
49976,0,0.093
49977,1,0.895
49978,0,0.2244
49979,0,0.0139
49980,1,0.8353
49981,0,0.0165
49982,0,0.0136
49983,1,0.8212
49984,1,0.665
49985,1,0.804
49986,1,0.5011
49987,0,0.4993
49988,0,0.1581
49989,0,0.0373
49990,1,0.9437
49991,1,0.8939
49992,0,0.0581
49993,0,0.1133
49994,1,0.858
49995,1,0.8481
49996,0,0.3709
49997,1,0.5897
49998,1,0.6489
49999,0,0.3548
50000,1,0.7506
50001,1,0.7701
50002,1,0.6828
50003,1,0.9137
50004,0,0.2626
50005,1,0.5912
50006,0,0.0243
50007,0,0.2942
50008,1,0.7893
50009,1,0.8658
50010,0,0.0266
50011,1,0.5362
50012,0,0.0019
50013,0,0.2004
50014,0,0.2199
50015,0,0.2817
50016,1,0.6196
50017,0,0.0061
50018,0,0.1123
50019,0,0.0177
50020,0,0.0797
50021,0,0.2208
50022,0,0.164
50023,0,0.259
50024,1,0.8541
50025,1,0.6442
50026,1,0.6542
50027,1,0.9548
50028,1,0.8703
50029,0,0.2445
50030,0,0.0998
50031,0,0.0141
50032,1,0.8798
50033,1,0.8471
50034,1,0.752
50035,0,0.1427
50036,0,0.0836
50037,1,0.7697
50038,0,0.4369
50039,1,0.5117
50040,0,0.2409
50041,1,0.5006
50042,1,0.8438
50043,0,0.4124
50044,0,0.0142
50045,0,0.1044
50046,1,0.7903
50047,1,0.7289
50048,0,0.0476
50049,0,0.2344
50050,1,0.6781
50051,0,0.341
50052,0,0.4968
50053,1,0.887
50054,0,0.4646
50055,1,0.9624
50056,0,0.0436
50057,0,0.3759
50058,0,0.3111
50059,0,0.4919
50060,0,0.3035
50061,0,0.0025
50062,0,0.0652
50063,0,0.152
50064,0,0.0107
50065,1,0.7709
50066,1,0.9418
50067,0,0.3188
50068,0,0.0006
50069,0,0.382
50070,1,0.9503
50071,0,0.3511
50072,1,0.9506
50073,1,0.5947
50074,0,0.042
50075,0,0.0163
50076,1,0.7216
50077,1,0.8177
50078,1,0.928
50079,0,0.2831
50080,0,0.0779
50081,0,0.1903
50082,0,0.0395
50083,0,0.3294
50084,0,0.0642
50085,0,0.1466
50086,0,0.0389
50087,0,0.2547
50088,0,0.0025
50089,0,0.1383
50090,0,0.2699
50091,0,0.0025
50092,0,0.3813
50093,0,0.2046
50094,0,0.0147
50095,1,0.7068
50096,0,0.2632
50097,1,0.5982
50098,1,0.9711
50099,0,0.3304
50100,0,0.1168
50101,1,0.8743
50102,0,0.0685
50103,1,0.7465
50104,0,0.4528
50105,0,0.2551
50106,0,0.0736
50107,1,0.5108
50108,0,0.3444
50109,1,0.7718
50110,1,0.6936
50111,0,0.0651
50112,0,0.0396
50113,0,0.4303
50114,1,0.7384
50115,1,0.7363
50116,1,0.6918
50117,0,0.1154
50118,0,0.2515
50119,0,0.141
50120,0,0.3377
50121,1,0.7905
50122,0,0.0064
50123,1,0.8838
50124,0,0.0104
50125,1,0.795
50126,0,0.0708
50127,0,0.0036
50128,1,0.9462
50129,0,0.0631
50130,0,0.4807
50131,0,0.0411
50132,1,0.5206
50133,1,0.8525
50134,0,0.0225
50135,1,0.6455
50136,1,0.9592
50137,0,0.1373
50138,0,0.0811
50139,1,0.5262
50140,1,0.9479
50141,0,0.1372
50142,0,0.0983
50143,0,0.0453
50144,1,0.7576
50145,0,0.0826
50146,1,0.685
50147,1,0.7563
50148,0,0.0209
50149,0,0.0011
50150,1,0.719
50151,1,0.813
50152,0,0.3513
50153,0,0.1383
50154,1,0.8637
50155,0,0.1805
50156,1,0.8366
50157,1,0.9638
50158,0,0.2275
50159,0,0.0184
50160,0,0.0637
50161,0,0.0975
50162,0,0.3057
50163,1,0.8612
50164,0,0.0447
50165,1,0.6233
50166,1,0.8786
50167,0,0.4649
50168,0,0.0052
50169,0,0.184
50170,0,0.0971
50171,0,0.1322
50172,0,0.1739
50173,0,0.16
50174,1,0.9327
50175,0,0.1403
50176,0,0.0185
50177,0,0.1994
50178,0,0.2468
50179,1,0.67
50180,0,0.1372
50181,0,0.3127
50182,0,0.0477
50183,1,0.8511
50184,1,0.5607
50185,1,0.6306
50186,0,0.3649
50187,1,0.8294
50188,0,0.0852
50189,0,0.0017
50190,0,0.0304
50191,1,0.7294
50192,1,0.7978
50193,0,0.0685
50194,0,0.4175
50195,0,0.4084
50196,1,0.8139
50197,1,0.8347
50198,0,0.2159
50199,1,0.7637
50200,0,0.161
50201,1,0.6926
50202,1,0.7254
50203,0,0.388
50204,0,0.1302
50205,0,0.0426
50206,1,0.7701
50207,1,0.8543
50208,0,0.1987
50209,1,0.5504
50210,0,0.276
50211,0,0.1466
50212,0,0.0495
50213,0,0.1047
50214,0,0.1153
50215,1,0.8642
50216,0,0.2747
50217,0,0.0665
50218,0,0.4681
50219,1,0.5965
50220,1,0.7291
50221,0,0.1645
50222,1,0.5305
50223,1,0.6589
50224,1,0.7362
50225,0,0.0948
50226,0,0.2179
50227,0,0.0967
50228,1,0.6837
50229,0,0.2592
50230,0,0.2029
50231,0,0.0003
50232,1,0.8577
50233,1,0.9499
50234,1,0.8464
50235,1,0.8389
50236,0,0.0651
50237,1,0.9699
50238,0,0.1002
50239,0,0.1609
50240,0,0.052
50241,1,0.9475
50242,1,0.7693
50243,1,0.8482
50244,0,0.1073
50245,1,0.881
50246,1,0.8156
50247,0,0.1782
50248,1,0.9613
50249,0,0.0311
50250,1,0.7537
50251,1,0.8154
50252,0,0.0685
50253,0,0.0137
50254,1,0.6625
50255,0,0.2365
50256,0,0.1605
50257,0,0.2296
50258,1,0.8643
50259,0,0.1925
50260,0,0.3976
50261,0,0.1852
50262,1,0.7061
50263,0,0.1371
50264,0,0.3908
50265,0,0.171
50266,0,0.0305
50267,1,0.9505
50268,0,0.0128
50269,0,0.2581
50270,0,0.4631
50271,0,0.3074
50272,1,0.5792
50273,1,0.9673
50274,0,0.4288
50275,1,0.9033
50276,1,0.7176
50277,0,0.3046
50278,0,0.0972
50279,0,0.2558
50280,0,0.1191
50281,0,0.0273
50282,1,0.571
50283,1,0.9196
50284,0,0.0669
50285,0,0.3693
50286,0,0.3084
50287,0,0.4333
50288,1,0.7656
50289,0,0.1059
50290,0,0.4101
50291,0,0.2771
50292,0,0.456
50293,0,0.1181
50294,0,0.0437
50295,0,0.0952
50296,1,0.5561
50297,0,0.381
50298,1,0.6322
50299,1,0.8319
50300,1,0.5083
50301,1,0.7778
50302,0,0.1362
50303,1,0.8026
50304,0,0.1689
50305,1,0.7144
50306,1,0.7196
50307,0,0.1338
50308,0,0.1346
50309,0,0.3227
50310,1,0.5435
50311,0,0.226
50312,0,0.4355
50313,1,0.8217
50314,1,0.7815
50315,0,0.0514
50316,0,0.3116
50317,0,0.2308
50318,0,0.0587
50319,0,0.2052
50320,0,0.1764
50321,0,0.2486
50322,0,0.008
50323,0,0.2276
50324,0,0.161
50325,0,0.3459
50326,0,0.0859
50327,0,0.4893
50328,0,0.0978
50329,1,0.804
50330,1,0.9657
50331,1,0.5835
50332,1,0.9713
50333,0,0.0003
50334,1,0.841
50335,0,0.0362
50336,0,0.1465
50337,1,0.8177
50338,0,0.3228
50339,1,0.9528
50340,0,0.1287
50341,1,0.7234
50342,0,0.0665
50343,0,0.302
50344,0,0.0952
50345,0,0.018
50346,0,0.4189
50347,0,0.0036
50348,0,0.0373
50349,1,0.5122
50350,0,0.3187
50351,1,0.5694
50352,0,0.4828
50353,0,0.1187
50354,0,0.237
50355,0,0.2292
50356,0,0.1163
50357,1,0.6456
50358,1,0.9168
50359,1,0.6834
50360,0,0.1429
50361,1,0.7321
50362,0,0.2029
50363,0,0.3909
50364,0,0.2578
50365,1,0.8468
50366,0,0.1602
50367,0,0.0336
50368,1,0.8496
50369,0,0.0909
50370,0,0.0929
50371,0,0.0112
50372,0,0.2694
50373,1,0.6093
50374,0,0.0027
50375,1,0.8137
50376,1,0.5723
50377,0,0.2175
50378,0,0.3133
50379,0,0.4292
50380,0,0.0208
50381,1,0.8911
50382,1,0.6639
50383,0,0.0847
50384,1,0.8534
50385,1,0.6833
50386,1,0.9435
50387,1,0.816
50388,1,0.9695
50389,0,0.304
50390,0,0.0105
50391,0,0.0307
50392,0,0.0741
50393,1,0.8273
50394,1,0.5618
50395,1,0.5097
50396,0,0.3941
50397,0,0.3756
50398,0,0.3834
50399,0,0.3657
50400,0,0.1043
50401,0,0.0014
50402,0,0.0799
50403,0,0.1325
50404,0,0.0263
50405,0,0.3585
50406,1,0.7793
50407,0,0.3211
50408,0,0.0928
50409,0,0.4751
50410,1,0.8131
50411,0,0.2447
50412,1,0.651
50413,1,0.8971
50414,0,0.1077
50415,1,0.8613
50416,1,0.8438
50417,0,0.0253
50418,0,0.0044
