id,loan_pred,prob
69575,0,0.0084
69576,0,0.0647
69577,1,0.9868
69578,1,0.9812
69579,0,0.3637
69580,0,0.0779
69581,0,0.0041
69582,1,0.9923
69583,0,0.1038
69584,0,0.0146
69585,0,0.0123
69586,0,0.0796
69587,0,0.0048
69588,0,0.0025
69589,0,0.0511
69590,0,0.0029
69591,0,0.0019
69592,0,0.4665
69593,1,0.5231
69594,0,0.0116
69595,0,0.0047
69596,0,0.0123
69597,1,0.8604
69598,0,0.0612
69599,0,0.024
69600,0,0.0007
69601,0,0.0341
69602,0,0.0188
69603,1,0.9792
69604,0,0.0074
69605,0,0.0161
69606,0,0.0014
69607,0,0.4792
69608,0,0.0544
69609,0,0.0758
69610,1,0.9915
69611,0,0.0047
69612,0,0.0288
69613,0,0.0189
69614,0,0.0204
69615,0,0.0096
69616,0,0.0122
69617,0,0.0235
69618,0,0.0014
69619,1,0.9983
69620,0,0.0012
69621,0,0.0159
69622,0,0.0085
69623,0,0.1266
69624,0,0.2072
69625,0,0.0899
69626,0,0.0201
69627,0,0.0044
69628,0,0.0131
69629,0,0.0799
69630,1,0.9527
69631,1,0.9347
69632,0,0.0175
69633,0,0.1151
69634,0,0.002
69635,0,0.0273
69636,0,0.0005
69637,0,0.1248
69638,0,0.0659
69639,1,0.9972
69640,0,0.0018
69641,0,0.4934
69642,0,0.0004
69643,0,0.077
69644,1,0.9988
69645,0,0.1161
69646,0,0.0232
69647,0,0.0092
69648,1,0.9903
69649,0,0.0499
69650,0,0.0053
69651,0,0.0078
69652,0,0.003
69653,0,0.0
69654,0,0.0068
69655,0,0.002
69656,0,0.0584
69657,0,0.0119
69658,0,0.0206
69659,0,0.0807
69660,0,0.1261
69661,0,0.0584
69662,1,0.9393
69663,0,0.0002
69664,0,0.0048
69665,1,0.9753
69666,0,0.0667
69667,0,0.0109
69668,1,0.9169
69669,0,0.0007
69670,0,0.0015
69671,0,0.0314
69672,0,0.0776
69673,0,0.2436
69674,0,0.4008
69675,0,0.0039
69676,0,0.0413
69677,0,0.0314
69678,0,0.0191
69679,1,0.9922
69680,0,0.0021
69681,0,0.0056
69682,0,0.0049
69683,0,0.002
69684,0,0.295
69685,0,0.033
69686,0,0.0259
69687,0,0.0384
69688,0,1e-04
69689,0,0.041
69690,0,0.0213
69691,0,0.0233
69692,0,0.0333
69693,0,0.0388
69694,0,0.0032
69695,0,0.0003
69696,0,0.1465
69697,1,0.9926
69698,0,0.1033
69699,0,0.0115
69700,0,0.0203
69701,0,0.0031
69702,0,0.0236
69703,0,0.0213
69704,0,0.0635
69705,0,0.0101
69706,0,0.038
69707,0,0.0905
69708,0,0.2997
69709,0,0.0113
69710,0,0.0023
69711,0,0.0606
69712,0,0.084
69713,0,0.0072
69714,1,0.9418
69715,0,0.0079
69716,0,0.1388
69717,0,0.0714
69718,0,0.0717
69719,0,0.016
69720,1,0.9898
69721,0,0.0276
69722,0,0.0244
69723,0,0.0017
69724,0,0.0049
69725,0,0.0293
69726,0,0.0061
69727,0,0.0015
69728,0,0.1722
69729,0,0.0043
69730,0,0.0125
69731,0,0.0287
69732,0,0.0011
69733,0,0.0065
69734,0,0.0002
69735,0,0.0011
69736,0,0.0009
69737,0,0.0239
69738,0,0.2416
69739,0,0.0006
69740,0,0.0032
69741,0,0.0951
69742,0,0.0009
69743,0,0.1623
69744,0,0.0215
69745,0,0.0084
69746,0,0.0355
69747,0,0.0111
69748,0,0.0033
69749,0,0.0764
69750,0,0.001
69751,0,0.0077
69752,0,0.1188
69753,0,0.005
69754,0,0.001
69755,1,0.9626
69756,0,0.0108
69757,0,0.0046
69758,0,0.0029
69759,0,0.0046
69760,0,0.0066
69761,0,0.0024
69762,0,0.0177
69763,0,0.0741
69764,0,0.0134
69765,0,0.0128
69766,0,0.0036
69767,0,0.0025
69768,0,0.1155
69769,1,0.8296
69770,0,0.0084
69771,0,0.0196
69772,0,0.0376
69773,1,0.9558
69774,1,0.9709
69775,0,0.0077
69776,0,0.0457
69777,0,0.0082
69778,0,0.0866
69779,0,0.0256
69780,0,0.0323
69781,0,0.0557
69782,1,0.7928
69783,0,0.0006
69784,0,0.009
69785,0,0.0782
69786,0,0.2919
69787,0,0.0626
69788,0,0.0026
69789,0,0.001
69790,0,0.0143
69791,0,0.0058
69792,0,0.0008
69793,0,0.0864
69794,0,0.003
69795,0,0.0751
69796,0,0.0005
69797,0,0.0385
69798,0,0.0014
69799,0,0.0141
69800,0,0.0045
69801,1,0.9172
69802,0,0.0115
69803,0,0.0544
69804,1,0.9859
69805,0,0.0166
69806,0,0.0008
69807,0,0.005
69808,0,0.2246
69809,0,0.0121
69810,1,0.9538
69811,0,0.0254
69812,0,0.0047
69813,0,0.0036
69814,0,0.2022
69815,0,0.1641
69816,0,0.0003
69817,0,0.0201
69818,0,0.0021
69819,0,0.1592
69820,0,0.001
69821,1,0.9939
69822,0,0.0891
69823,0,0.4346
69824,0,0.1611
69825,0,0.0115
69826,0,0.0145
69827,0,0.0073
69828,0,0.2889
69829,1,0.9994
69830,0,0.0131
69831,1,0.8163
69832,0,0.0087
69833,0,0.1695
69834,0,0.0048
69835,0,0.002
69836,0,0.0807
69837,0,0.075
69838,0,0.0638
69839,0,0.165
69840,0,0.0111
69841,0,0.0003
69842,0,0.0042
69843,0,0.0234
69844,0,0.2088
69845,0,0.0002
69846,0,0.0053
69847,0,0.3323
69848,0,0.0256
69849,0,0.0072
69850,0,0.0485
69851,0,0.0069
69852,0,0.0058
69853,0,0.092
69854,0,0.1492
69855,0,0.0253
69856,0,0.3585
69857,1,0.9498
69858,0,0.0643
69859,0,0.0038
69860,0,0.0053
69861,1,0.9917
69862,0,0.0123
69863,0,1e-04
69864,1,0.9853
69865,0,0.0248
69866,0,0.0021
69867,1,0.8948
69868,0,0.0633
69869,0,0.0715
69870,0,0.0052
69871,0,0.0011
69872,1,0.6375
69873,0,0.0714
69874,0,0.0506
69875,0,0.0016
69876,0,0.07
69877,0,0.0099
69878,0,0.005
69879,0,0.0085
69880,0,0.0121
69881,0,0.0617
69882,0,0.0009
69883,0,0.0386
69884,1,0.941
69885,0,0.2515
69886,0,0.0098
69887,0,0.0697
69888,0,0.0665
69889,0,0.2633
69890,0,0.0278
69891,0,0.0092
69892,0,0.0325
69893,0,0.1495
69894,0,0.003
69895,1,0.9622
69896,1,0.9727
69897,0,0.098
69898,0,0.0055
69899,0,0.0002
69900,0,0.1114
69901,1,0.9306
69902,0,0.0243
69903,0,0.0736
69904,0,0.0089
69905,0,0.0006
69906,0,0.0014
69907,0,0.025
69908,0,0.0141
69909,0,0.003
69910,0,0.0504
69911,0,0.227
69912,0,0.005
69913,0,0.2769
69914,0,0.0594
69915,0,0.0578
69916,0,0.003
69917,0,0.3572
69918,0,0.2438
69919,0,0.0182
69920,0,0.0056
69921,0,0.0656
69922,0,0.0287
69923,0,0.0127
69924,0,0.0374
69925,0,0.0008
69926,1,0.8692
69927,0,0.0365
69928,0,0.0528
69929,0,0.0088
69930,0,0.0754
69931,0,0.0088
69932,0,0.1969
69933,0,0.035
69934,0,0.0301
69935,0,0.0306
69936,0,0.0077
69937,0,0.012
69938,0,0.0299
69939,0,0.0969
69940,0,0.0018
69941,0,0.0155
69942,0,0.0003
69943,0,0.0143
69944,0,0.0081
69945,0,0.0665
69946,1,0.9759
69947,0,0.0012
69948,0,0.0101
69949,0,0.0084
69950,0,0.0761
69951,0,0.0277
69952,0,0.0664
69953,0,0.01
69954,0,0.2496
69955,1,0.8391
69956,0,0.0169
69957,0,0.0119
69958,1,0.9581
69959,1,0.9964
69960,0,1e-04
69961,0,0.0007
69962,1,0.952
69963,0,0.045
69964,0,0.075
69965,1,0.5442
69966,0,0.0032
69967,0,0.0979
69968,0,0.0084
69969,0,0.0009
69970,0,0.0002
69971,0,0.01
69972,0,0.1454
69973,0,0.0333
69974,0,0.0014
69975,0,0.004
69976,1,0.9929
69977,0,0.0034
69978,0,0.1842
69979,0,0.0093
69980,0,0.0822
69981,0,0.0178
69982,0,0.025
69983,0,0.0049
69984,0,0.0024
69985,0,0.0027
69986,0,0.0289
69987,0,0.0023
69988,0,0.0711
69989,0,0.0048
69990,1,0.5318
69991,0,0.0235
69992,0,0.0098
69993,0,0.0132
69994,0,0.0002
69995,0,0.025
69996,0,0.0033
69997,0,0.056
69998,0,0.0216
69999,0,0.0011
70000,0,0.001
70001,0,0.1016
70002,0,0.0039
70003,0,0.0111
70004,0,0.0005
70005,0,0.0204
70006,0,0.0201
70007,0,0.0014
70008,0,0.1709
70009,0,0.0349
70010,1,0.6881
70011,0,0.0448
70012,0,0.168
70013,0,0.0692
70014,0,0.0222
70015,0,0.0703
70016,0,0.0157
70017,0,0.0094
70018,0,0.001
70019,0,0.0141
70020,0,0.0069
70021,0,0.0016
70022,0,0.0089
70023,0,0.1003
70024,0,0.0028
70025,0,0.0042
70026,0,0.1333
70027,0,0.006
70028,0,0.0033
70029,0,0.009
70030,0,0.0005
70031,0,0.0128
70032,1,0.8763
70033,1,0.9948
70034,0,0.0774
70035,0,0.0073
70036,0,0.0084
70037,0,0.0019
70038,0,0.0022
70039,1,0.9935
70040,0,0.0125
70041,0,0.0354
70042,1,0.9899
70043,0,0.0006
70044,0,0.008
70045,0,0.053
70046,0,0.0025
70047,0,0.0078
70048,0,0.0609
70049,0,0.0008
70050,0,0.0114
70051,0,0.1932
70052,0,0.0053
70053,1,0.9904
70054,1,0.9741
70055,0,0.0029
70056,0,0.001
70057,0,0.023
70058,0,0.0007
70059,0,0.2143
70060,0,0.0493
70061,0,0.0325
70062,0,0.0141
70063,0,0.3335
70064,0,0.0482
70065,0,0.01
70066,1,0.9958
70067,0,0.0084
70068,0,0.0017
70069,1,0.5788
70070,0,0.012
70071,0,0.0427
70072,1,0.9935
70073,0,0.0115
70074,0,0.0007
70075,0,0.0036
70076,0,0.002
70077,0,0.0147
70078,0,0.0191
70079,0,0.0085
70080,0,0.0101
70081,0,0.0224
70082,0,0.0385
70083,0,0.0047
70084,0,0.0025
70085,1,0.9866
70086,0,0.0435
70087,0,0.0006
70088,0,0.0018
70089,0,0.0194
70090,0,0.075
70091,0,0.0187
70092,1,0.9942
70093,0,0.0708
70094,0,0.3439
70095,0,0.0886
70096,0,0.0257
70097,1,0.9765
70098,0,0.0232
70099,0,0.0022
70100,0,0.0055
70101,0,0.0016
70102,1,0.948
70103,0,0.0106
70104,0,0.0009
70105,0,0.0461
70106,1,0.9934
70107,0,0.054
70108,0,0.0036
70109,0,0.045
70110,0,0.0019
70111,0,0.0702
70112,1,0.9423
70113,0,0.0062
70114,0,0.2421
70115,0,0.0583
70116,0,0.0007
70117,0,0.0018
70118,0,0.0528
70119,0,0.01
70120,0,0.0468
70121,0,0.1137
70122,0,0.0288
70123,0,0.0147
70124,0,0.0271
70125,0,0.0385
70126,0,0.0002
70127,0,0.0079
70128,0,0.0123
70129,0,0.0106
70130,0,0.0077
70131,1,0.9932
70132,0,0.033
70133,1,0.9678
70134,1,0.999
70135,0,0.008
70136,0,0.0062
70137,1,0.9748
70138,0,0.0015
70139,0,0.0017
70140,0,0.0009
70141,0,0.005
70142,0,0.0202
70143,0,0.0468
70144,0,0.0038
70145,0,0.0003
70146,0,0.0004
70147,0,0.004
70148,1,0.9496
70149,0,0.0007
70150,0,0.0008
70151,0,0.0007
70152,0,0.0054
70153,0,0.0498
70154,0,0.0009
70155,0,0.1696
70156,0,0.0245
70157,0,0.0276
70158,0,0.0094
70159,1,0.9149
70160,0,0.0309
70161,0,0.0791
70162,0,0.0014
70163,0,0.0238
70164,0,0.0003
70165,0,0.3724
70166,0,0.0146
70167,1,0.997
70168,0,0.0093
70169,0,0.0052
70170,0,0.001
70171,1,0.9563
70172,1,0.8028
70173,0,0.0063
70174,0,0.0133
70175,0,0.0199
70176,0,0.0003
70177,0,0.0076
70178,0,0.0017
70179,1,0.9845
70180,0,0.1222
70181,0,0.0147
70182,0,0.021
70183,0,0.003
70184,0,0.0477
70185,0,0.0093
70186,1,0.9096
70187,0,0.0463
70188,0,0.0016
70189,0,0.0851
70190,0,0.0339
70191,0,0.0011
70192,0,0.0059
70193,0,0.0038
70194,0,0.0091
70195,0,0.1484
70196,0,0.0028
70197,1,0.9727
70198,0,0.0183
70199,0,0.0282
70200,0,0.0263
70201,1,0.9006
70202,0,0.1111
70203,1,0.9917
70204,0,0.0052
70205,0,0.009
70206,0,0.111
70207,0,0.0951
70208,0,0.2697
70209,0,0.0288
70210,0,0.0153
70211,0,0.2079
70212,0,0.0368
70213,0,0.0673
70214,0,0.0858
70215,0,0.013
70216,1,0.9907
70217,0,0.0002
70218,0,0.0042
70219,0,0.4351
70220,0,0.0081
70221,0,0.0049
70222,0,0.0039
70223,0,0.0062
70224,1,0.69
70225,0,0.0155
70226,0,0.0442
70227,0,0.0076
70228,0,0.0987
70229,0,0.0115
70230,1,0.9893
70231,0,0.2766
70232,0,0.0016
70233,0,0.0074
70234,0,0.0495
70235,0,0.0071
70236,0,0.0012
70237,0,0.0499
70238,0,0.2793
70239,0,0.0004
70240,0,0.0105
70241,0,0.0414
70242,0,0.2211
70243,0,0.041
70244,0,0.1407
70245,0,0.0032
70246,0,0.0009
70247,0,0.0113
70248,0,0.0044
70249,0,0.0075
70250,0,0.0097
70251,0,0.0311
70252,0,0.1311
70253,1,0.8915
70254,0,0.0122
70255,0,0.034
70256,0,0.0055
70257,0,0.0241
70258,0,0.0144
70259,0,0.0036
70260,0,0.0018
70261,0,0.0009
70262,0,0.0182
70263,0,0.0837
70264,0,0.0004
70265,0,0.0038
70266,0,0.0235
70267,0,0.002
70268,0,0.0114
70269,0,0.0279
70270,1,0.9704
70271,0,0.0075
70272,0,0.0004
70273,0,0.0082
70274,0,0.0044
70275,0,0.0037
70276,0,0.1946
70277,0,0.0181
70278,0,0.0407
70279,0,0.0013
70280,0,0.0005
70281,0,0.0084
70282,0,0.1538
70283,0,0.0278
70284,1,0.9826
70285,0,0.0027
70286,0,0.0765
70287,0,0.4161
70288,0,0.0006
70289,1,0.8933
70290,0,0.0358
70291,0,0.1811
70292,0,0.0595
70293,0,0.0086
70294,0,0.0072
70295,0,0.0693
70296,0,0.0077
70297,1,0.5107
70298,0,0.0131
70299,0,0.0003
70300,0,0.0219
70301,1,0.9798
70302,0,0.0117
70303,0,0.0023
70304,0,0.0054
70305,0,0.1555
70306,0,0.0073
70307,1,0.9435
70308,0,0.0309
70309,0,0.0015
70310,0,0.0033
70311,1,0.9802
70312,0,0.0033
70313,0,0.0011
70314,0,0.0281
70315,0,0.021
70316,0,0.0006
70317,1,0.9068
70318,0,0.0936
70319,0,0.0049
70320,0,0.011
70321,0,0.0021
70322,0,0.0101
70323,0,0.037
70324,0,0.027
70325,0,0.0032
70326,0,0.0275
70327,1,0.9902
70328,0,0.4702
70329,0,0.0147
70330,0,1e-04
70331,0,0.0031
70332,0,0.0033
70333,0,0.0098
70334,0,0.1215
70335,0,0.0515
70336,0,0.0311
70337,1,0.9584
70338,0,0.4001
70339,0,0.0002
70340,0,0.0625
70341,0,0.0005
70342,0,0.1152
70343,0,0.0363
70344,0,0.2235
70345,0,0.0104
70346,1,0.9425
70347,0,0.0041
70348,0,0.079
70349,0,0.0261
70350,0,0.0187
70351,0,0.0117
70352,0,0.0011
70353,0,0.0152
70354,0,0.0113
70355,0,0.1479
70356,0,0.1632
70357,0,0.0345
70358,0,0.0157
70359,0,0.1117
70360,0,0.0085
70361,0,0.0038
70362,0,0.0079
70363,0,0.0081
70364,0,0.0
70365,0,0.146
70366,0,0.0538
70367,0,0.0124
70368,0,0.0059
70369,0,0.0216
70370,0,0.2801
70371,0,0.0025
70372,0,0.0315
70373,0,0.0386
70374,0,0.0143
70375,0,0.0104
70376,0,0.0035
70377,0,0.0839
70378,0,0.034
70379,0,0.016
70380,0,0.0264
70381,0,0.09
70382,0,0.4305
70383,0,0.104
70384,0,0.0469
70385,0,0.0114
70386,1,0.9596
70387,0,0.0438
70388,0,0.4078
70389,0,0.0151
70390,0,0.0026
70391,0,0.0047
70392,0,0.0004
70393,0,0.0002
70394,0,0.0016
70395,0,0.1441
70396,0,0.0306
70397,0,0.1905
70398,0,0.0003
70399,1,0.9846
70400,0,0.05
70401,0,0.0027
70402,0,0.0405
70403,0,0.0779
70404,0,0.2201
70405,0,0.0627
70406,0,0.1463
70407,1,0.9402
70408,0,0.0951
70409,0,0.007
70410,0,0.0988
70411,0,0.0061
70412,0,0.0012
70413,0,0.0078
70414,0,0.0683
70415,0,0.0128
70416,0,0.0065
70417,0,0.003
70418,0,0.0005
70419,0,0.0066
70420,0,0.1981
70421,0,0.001
70422,0,0.0449
70423,0,0.1147
70424,0,0.151
70425,0,0.0084
70426,0,0.0273
70427,0,0.0167
70428,0,0.0031
70429,0,0.0496
70430,0,0.025
70431,0,0.0703
70432,0,0.0088
70433,0,0.1802
70434,0,0.1133
70435,0,0.0153
70436,0,0.002
70437,0,0.0109
70438,0,0.0203
70439,0,0.0039
70440,0,0.1296
70441,0,0.0098
70442,0,0.0421
70443,1,0.978
70444,0,0.0188
70445,1,0.59
70446,1,0.8804
70447,0,0.1509
70448,0,0.0798
70449,0,0.0019
70450,0,0.0318
70451,0,0.2146
70452,1,0.9773
70453,0,0.0749
70454,0,0.0056
70455,0,0.0227
70456,0,0.0127
70457,0,0.0018
70458,0,0.0297
70459,0,0.0033
70460,1,0.9951
70461,0,0.1378
70462,0,0.2168
70463,0,0.0164
70464,0,0.0472
70465,0,0.0102
70466,0,0.007
70467,1,0.9782
70468,1,0.9907
70469,0,1e-04
70470,0,0.0027
70471,0,0.0004
70472,0,0.0107
70473,1,0.9734
70474,0,0.0008
70475,1,0.9865
70476,0,0.0438
70477,0,0.0212
70478,0,0.0142
70479,1,0.9968
70480,0,0.0213
70481,0,0.1711
70482,0,0.0006
70483,0,0.0325
70484,0,0.1581
70485,0,0.0224
70486,0,0.0248
70487,1,0.992
70488,0,0.0042
70489,0,0.2496
70490,0,0.0066
70491,0,0.1746
70492,0,0.0063
70493,0,0.0369
70494,0,0.0852
70495,0,0.0038
70496,0,0.0056
70497,0,0.0359
70498,0,0.0063
70499,1,0.9377
70500,0,0.0057
70501,0,0.0002
70502,1,0.8809
70503,0,0.1005
70504,0,0.015
70505,0,0.0275
70506,0,0.0045
70507,0,0.0051
70508,1,0.9801
70509,0,0.3046
70510,0,0.1368
70511,0,0.0006
70512,0,0.0054
70513,0,0.0561
70514,0,0.008
70515,0,0.0664
70516,0,0.0007
70517,0,0.0103
70518,0,0.0014
70519,0,0.0004
70520,0,0.004
70521,0,0.0018
70522,0,0.014
70523,0,0.0011
70524,0,0.0153
70525,0,0.0637
70526,1,0.8905
70527,0,0.1291
70528,0,0.0046
70529,0,0.0732
70530,0,0.0015
70531,0,0.0181
70532,0,0.0353
70533,0,0.1099
70534,0,0.0029
70535,0,0.0007
70536,0,0.0023
70537,0,0.0005
70538,0,0.0061
70539,0,0.0354
70540,0,0.0014
70541,0,0.0034
70542,0,0.045
70543,1,0.9687
70544,0,0.101
70545,0,0.0008
70546,0,0.0084
70547,0,0.0094
70548,0,0.0397
70549,0,0.0049
70550,1,0.9228
70551,0,0.003
70552,0,0.0484
70553,0,0.0072
70554,0,0.0169
70555,0,0.0131
70556,0,0.0005
70557,0,0.0083
70558,0,0.0018
70559,0,0.0351
70560,0,0.0017
70561,0,0.001
70562,0,0.0004
70563,1,0.739
70564,0,0.1246
70565,0,0.0059
70566,0,0.0021
70567,1,0.9991
70568,0,0.035
70569,0,0.0267
70570,0,0.0002
70571,0,0.0208
70572,0,0.0494
70573,0,0.0005
70574,0,0.0367
70575,0,0.021
70576,0,0.0651
70577,0,0.0004
70578,0,0.0012
70579,0,0.0058
70580,0,0.0116
70581,0,0.0022
70582,0,0.2718
70583,0,0.0187
70584,0,0.0113
70585,0,0.0111
70586,0,0.0119
70587,0,0.0002
70588,0,0.0037
70589,0,0.0176
70590,0,0.0526
70591,0,0.0061
70592,0,0.0027
70593,0,0.0573
70594,0,0.1358
70595,0,0.0106
70596,1,0.9132
70597,0,0.0016
70598,0,0.0771
70599,0,0.0014
70600,0,0.0008
70601,0,0.0145
70602,0,0.0103
70603,0,0.0576
70604,0,0.0262
70605,0,0.0324
70606,0,0.1014
70607,0,0.0106
70608,0,0.0502
70609,0,0.0026
70610,0,0.004
70611,0,0.0003
70612,0,0.1252
70613,1,0.9795
70614,0,0.1292
70615,0,0.0136
70616,0,0.004
70617,0,0.0051
70618,0,0.0004
70619,0,0.0669
70620,0,0.0073
70621,0,0.0082
70622,0,0.3076
70623,0,0.0108
70624,0,0.2014
70625,0,0.0164
70626,0,0.0002
70627,0,0.0086
70628,0,0.004
70629,0,0.0032
70630,0,0.0108
70631,0,0.0051
70632,0,0.0925
70633,0,0.0142
70634,0,0.0075
70635,0,0.0015
70636,0,0.1593
70637,1,0.9762
70638,0,0.0026
70639,0,1e-04
70640,0,0.0017
70641,0,0.1831
70642,0,0.0006
70643,0,0.0092
70644,0,0.0371
70645,0,0.0006
70646,0,0.0061
70647,0,0.0039
70648,0,0.02
70649,0,0.0027
70650,0,1e-04
70651,0,0.0121
70652,0,0.0139
70653,0,0.1249
70654,0,0.014
70655,0,0.0302
70656,0,0.0151
70657,0,0.0015
70658,0,0.0033
70659,0,0.0869
70660,1,0.9915
70661,1,0.9188
70662,0,0.0098
70663,0,0.0026
70664,0,0.0081
70665,0,0.0164
70666,0,0.0203
70667,0,0.0092
70668,0,0.0019
70669,1,0.9732
70670,0,0.0722
70671,0,0.1548
70672,0,0.0431
70673,0,0.0151
70674,0,0.0042
70675,0,0.0164
70676,0,0.0064
70677,0,0.0012
70678,1,0.8242
70679,0,0.117
70680,0,0.056
70681,0,0.0219
70682,0,0.0595
70683,0,0.0094
70684,0,0.0013
70685,0,0.0053
70686,0,0.0011
70687,0,0.0132
70688,0,0.0705
70689,0,0.0008
70690,0,0.0063
70691,0,0.0427
70692,0,0.0329
70693,0,0.0071
70694,0,0.0126
70695,0,0.3126
70696,1,0.5679
70697,0,0.0
70698,0,0.1577
70699,0,0.0089
70700,0,0.0009
70701,0,0.3962
70702,0,0.0158
70703,0,0.4349
70704,0,0.007
70705,0,0.0005
70706,0,0.0022
70707,0,0.1197
70708,0,0.0767
70709,0,0.0392
70710,0,0.0081
70711,0,0.0131
70712,0,0.0037
70713,0,0.0322
70714,0,0.3131
70715,1,0.984
70716,0,0.004
70717,0,0.0015
70718,0,0.0282
70719,0,0.014
70720,0,0.0019
70721,0,0.0086
70722,0,0.0023
70723,0,0.0164
70724,1,0.5531
70725,0,0.0038
70726,1,0.9521
70727,0,0.0011
70728,0,0.0014
70729,0,0.0292
70730,0,0.0118
70731,0,0.0028
70732,0,0.017
70733,0,0.066
70734,0,0.1425
70735,0,0.0009
70736,0,0.0109
70737,0,0.0431
70738,0,0.0486
70739,0,0.008
70740,0,0.0021
70741,0,0.0209
70742,0,0.0064
70743,0,0.0131
70744,1,0.965
70745,0,0.002
70746,0,0.0287
70747,0,0.0577
70748,0,0.0057
70749,0,0.0155
70750,0,0.0086
70751,0,0.0347
70752,0,0.0292
70753,0,0.0038
70754,0,0.0032
70755,0,0.0026
70756,0,0.2605
70757,1,0.9748
70758,1,0.9993
70759,0,0.0787
70760,0,0.0005
70761,0,0.0274
70762,0,0.2841
70763,0,0.0033
70764,0,0.1738
70765,0,0.008
70766,0,0.0067
70767,0,0.0287
70768,0,0.0067
70769,1,0.9995
70770,0,0.0056
70771,0,0.0002
70772,0,0.0053
70773,0,0.0002
70774,0,0.0012
70775,0,0.0005
70776,0,0.0071
70777,0,0.0263
70778,1,0.8843
70779,0,0.0709
70780,0,0.065
70781,0,0.0073
70782,0,1e-04
70783,0,0.0004
70784,0,0.0381
70785,0,0.0553
70786,1,0.9796
70787,0,0.0757
70788,0,0.0022
70789,0,0.0075
70790,0,0.0009
70791,1,0.9839
70792,0,0.0236
70793,0,0.0019
70794,0,0.0183
70795,1,0.9131
70796,1,0.5858
70797,0,0.0007
70798,0,0.0007
70799,0,0.0015
70800,0,0.0137
70801,1,0.8443
70802,0,0.0788
70803,0,0.0124
70804,1,0.9926
70805,0,0.0006
70806,0,0.0183
70807,0,0.0489
70808,1,0.9519
70809,0,0.0012
70810,0,0.3566
70811,0,0.0212
70812,0,0.0067
70813,1,0.9143
70814,1,0.9975
70815,0,0.0019
70816,0,0.0005
70817,0,0.0351
70818,0,0.0197
70819,0,0.0025
70820,0,0.0049
70821,0,0.0394
70822,0,0.0253
70823,0,0.0351
70824,0,0.068
70825,0,0.0088
70826,0,0.0507
70827,0,0.0226
70828,1,0.9963
70829,1,0.9997
70830,0,0.001
70831,0,0.0071
70832,0,0.0029
70833,0,0.0007
70834,1,0.9832
70835,1,0.9885
70836,0,0.0082
70837,0,0.0815
70838,0,0.0072
70839,0,0.0014
70840,1,0.9724
70841,0,0.0154
70842,0,0.0022
70843,0,0.0057
70844,0,0.0127
70845,0,0.0211
70846,0,0.4623
70847,0,0.0018
70848,0,0.0028
70849,0,0.0161
70850,0,0.0019
70851,0,0.0033
70852,0,0.0166
70853,0,0.0002
70854,0,0.0002
70855,0,0.0175
70856,0,0.0205
70857,0,0.0314
70858,0,0.0543
70859,1,0.9692
70860,0,0.0
70861,0,0.1602
70862,0,0.0043
70863,0,0.16
70864,1,0.9904
70865,0,0.0103
70866,0,0.0004
70867,0,0.0023
70868,0,0.01
70869,0,0.001
70870,0,0.0051
70871,0,0.0116
70872,1,0.8308
70873,0,0.0036
70874,0,0.0171
70875,0,0.0204
70876,0,0.0176
70877,0,0.0647
70878,0,0.0002
70879,0,0.0455
70880,1,0.9438
70881,1,0.9561
70882,0,1e-04
70883,0,0.0847
70884,1,0.8979
70885,0,0.0045
70886,0,0.0009
70887,0,0.0022
70888,0,0.1639
70889,0,0.0092
70890,0,0.0526
70891,0,0.004
70892,0,0.0016
70893,0,0.0625
70894,0,0.0093
70895,0,0.0224
70896,0,0.0939
70897,1,0.666
70898,0,0.0257
70899,0,0.0013
70900,0,0.0157
70901,0,0.0003
70902,0,0.0202
70903,0,0.089
70904,0,0.0003
70905,0,0.0043
70906,0,0.0029
70907,0,0.0482
70908,0,0.003
70909,0,0.0234
70910,0,0.094
70911,1,0.9899
70912,0,0.006
70913,0,0.0007
70914,0,0.0085
70915,0,0.0029
70916,0,0.1575
70917,0,0.1162
70918,0,0.0044
70919,0,0.0391
70920,0,0.0042
70921,0,0.1094
70922,0,0.0105
70923,0,0.0072
70924,0,0.0115
70925,1,0.9125
70926,0,0.0118
70927,1,0.9376
70928,1,0.9987
70929,1,0.9575
70930,0,0.005
70931,0,0.0061
70932,0,0.0061
70933,1,0.9611
70934,0,0.0304
70935,1,0.9268
70936,0,0.1893
70937,0,0.2995
70938,0,0.009
70939,0,0.0016
70940,0,0.0176
70941,0,0.0125
70942,0,0.0197
70943,0,0.2216
70944,0,0.0023
70945,0,0.0607
70946,0,0.0367
70947,0,0.0163
70948,0,0.0127
70949,0,0.0525
70950,0,0.3136
70951,0,0.0033
70952,0,0.0046
70953,1,0.975
70954,0,0.0195
70955,0,0.001
70956,0,0.0496
70957,0,0.0004
70958,0,0.0049
70959,0,0.0002
70960,0,0.0017
70961,0,0.0136
70962,0,0.0427
70963,0,0.1025
70964,0,0.128
70965,0,0.0123
70966,0,0.0262
70967,0,0.1266
70968,0,0.0057
70969,0,0.0074
70970,0,0.005
70971,0,0.0219
70972,0,0.1209
70973,0,0.1234
70974,0,0.0556
70975,1,0.8936
70976,0,0.0076
70977,0,0.0373
70978,1,0.899
70979,0,0.0251
70980,1,0.9942
70981,0,0.0341
70982,0,0.0326
70983,0,0.0349
70984,0,0.0196
70985,0,0.0049
70986,0,0.0059
70987,0,0.4918
